ProbeSetID	GeneSymbol	Cell.type	FC	P.val	logFC	ortholog_name	Count	Specificity	Group
10497765	Dcun1d1	GN	2.49	0.04168693834703355	1.3161457422933565	Dcun1d1	1	GN	induced
10501051	Cept1	GN	2.26	0.02691534803926915	1.1763227726404628	Cept1	2	Nonspecific	induced
10501051	Cept1	MF	1.4	0.00181970085860998	0.48542682717024166	Cept1	2	Nonspecific	induced
10505276	Slc31a1	MF	1.34	0.04570881896148749	0.4222330006830478	Slc31a1	1	MF	induced
10530536	Tec	B	0.63	0.00851138038202376	-0.6665762662748083	Tec	4	Nonspecific	repressed
10530536	Tec	GN	3.1	6.456542290346556e-4	1.632268215499513	Tec	4	Nonspecific	induced
10530536	Tec	MF	1.45	0.02041737944669529	0.5360529002402097	Tec	4	Nonspecific	induced
10530536	Tec	NK	0.78	0.04073802778041128	-0.3584539709124763	Tec	4	Nonspecific	repressed
10536061	Zfp141	GN	2.39	0.03548133892335755	1.2570106182060241	ENSRNOG00000069512	3	Nonspecific	induced
10536061	Zfp141	NK	0.55	0.02398832919019489	-0.862496476250065	ENSRNOG00000069512	3	Nonspecific	repressed
10538338	Creb5	GN	3.13	0.03630780547701014	1.6461626571578936	Creb5	3	Nonspecific	induced
10538338	Creb5	MF	1.23	0.0165958690743756	0.29865831556451516	Creb5	3	Nonspecific	induced
10538338	Creb5	NK	1.13	0.02884031503126605	0.1763227726404629	Creb5	3	Nonspecific	induced
10552314	Zfp141	NK	0.56	0.02754228703338166	-0.8365012677171204	ENSRNOG00000069512	3	Nonspecific	repressed
10575291	Zfp821	B	0.82	0.01288249551693134	-0.2863041851566411	Zfp821	3	Nonspecific	repressed
10575291	Zfp821	MF	1.39	1.148153621496883e-4	0.47508488294878265	Zfp821	3	Nonspecific	induced
10575291	Zfp821	Treg	0.78	0.03467368504525316	-0.3584539709124763	Zfp821	3	Nonspecific	repressed
10586505	Herc1	GN	2.59	0.00794328234724281	1.372952097911829	Herc1	2	Nonspecific	induced
10586505	Herc1	MF	1.21	0.03235936569296283	0.27500704749986976	Herc1	2	Nonspecific	induced
10597978	Fyco1	Treg	1.42	0.0446683592150963	0.5058909297299573	Fyco1	1	Treg	induced
10601164	Nono	B	1.35	0.03981071705534973	0.43295940727610627	Nono	1	B	induced
10601473	Apool	MF	1.29	0.03467368504525316	0.36737106564852945	Apool	1	MF	induced
10365891	Tmcc3	MF	2.49	0.01230268770812381	1.3161457422933565	Tmcc3	1	MF	induced
10409857	4930486L24Rik	MF	2.04	0.00363078054770101	1.0285691521967708	Testin	1	MF	induced
10410931	Vcan	MF	2.55	0.00173780082874937	1.3504972470841332	Vcan	1	MF	induced
10497399	Pde7a	MF	2.5	6.0255958607435806e-5	1.3219280948873624	Pde7a	3	Nonspecific	induced
10497399	Pde7a	NK	0.6	0.00812830516164099	-0.7369655941662062	Pde7a	3	Nonspecific	repressed
10497399	Pde7a	Treg	1.31	0.01096478196143185	0.3895668117627256	Pde7a	3	Nonspecific	induced
10530492	Nfxl1	MF	2.99	0.00109647819614318	1.5801454844233804	Nfxl1	3	Nonspecific	induced
10503180	Chd7	NK	0.65	0.01445439770745927	-0.6214883767462701	Chd7	6	Nonspecific	repressed
10523752	Txlng	NT	2.29	0.01905460717963247	1.1953475983222193	Txlng	3	Nonspecific	induced
10523752	Txlng	Treg	1.49	0.03890451449942807	0.5753123306874368	Txlng	3	Nonspecific	induced
10532711	Cmklr1	NK	0.77	0.02754228703338166	-0.3770696490798233	Cmklr1	1	NK	repressed
10548396	Klrc3	NT	2.06	0.01023292992280754	1.0426443374084935	Klrc3	1	NT	induced
10603860	Cfp	T4	0.7	0.00891250938133745	-0.5145731728297583	Cfp	1	T4	repressed
10607679	Txlng	NT	2.16	8.317637711026709e-4	1.111031312388744	Txlng	3	Nonspecific	induced
10363137	Nus1	GN	0.77	0.0083176377110267	-0.3770696490798233	Nus1	1	GN	repressed
10579874	Abce1	GN	0.46	0.01778279410038923	-1.1202942337177118	Abce1	2	Nonspecific	repressed
10579874	Abce1	Tgd	2.45	0.02754228703338166	1.292781749227846	Abce1	2	Nonspecific	induced
10344750	Sgk3	B	1.75	0.01288249551693134	0.8073549220576041	Sgk3	4	Nonspecific	induced
10344750	Sgk3	GN	3.47	0.02754228703338166	1.7949356628035362	Sgk3	4	Nonspecific	induced
10344750	Sgk3	MF	1.65	0.00316227766016837	0.722466024471091	Sgk3	4	Nonspecific	induced
10344750	Sgk3	NK	2.3	0.01513561248436208	1.2016338611696504	Sgk3	4	Nonspecific	induced
10349383	Slc35f5	MF	1.57	0.00173780082874937	0.6507645591169023	Slc35f5	1	MF	induced
10350331	Zfp281	MF	2.1	3.019951720402016e-4	1.070389327891398	Zfp281	2	Nonspecific	induced
10350331	Zfp281	NT	2.03	0.03801893963205612	1.0214797274104517	Zfp281	2	Nonspecific	induced
10350742	Rnasel	B	1.96	0.00223872113856834	0.9708536543404837	Rnasel	3	Nonspecific	induced
10350742	Rnasel	GN	2.52	0.04897788193684462	1.3334237337251915	Rnasel	3	Nonspecific	induced
10350742	Rnasel	MF	1.61	0.01584893192461113	0.6870606883398924	Rnasel	3	Nonspecific	induced
10356267	A530032D15Rik	DC	2.27	0.02290867652767773	1.1826922975161902	Sp140	12	Nonspecific	induced
10356267	A530032D15Rik	GN	3.05	0.00707945784384138	1.6088092426755238	Sp140	12	Nonspecific	induced
10356267	A530032D15Rik	MF	1.32	0.02344228815319922	0.4005379295837288	Sp140	12	Nonspecific	induced
10356267	A530032D15Rik	NT	2.2	0.02630267991895381	1.1375035237499351	Sp140	12	Nonspecific	induced
10363845	Ccdc6	B	1.5	0.01	0.5849625007211562	Ccdc6	3	Nonspecific	induced
10363845	Ccdc6	DC	2.41	0.01202264434617413	1.269033146455237	Ccdc6	3	Nonspecific	induced
10363845	Ccdc6	NK	1.4	8.511380382023768e-4	0.48542682717024166	Ccdc6	3	Nonspecific	induced
10374500	Vps54	DC	2.65	0.02511886431509579	1.4059923596758368	Vps54	5	Nonspecific	induced
10374500	Vps54	GN	2.58	0.0199526231496888	1.3673710656485294	Vps54	5	Nonspecific	induced
10374500	Vps54	MF	1.8	8.128305161640995e-7	0.8479969065549501	Vps54	5	Nonspecific	induced
10374500	Vps54	NK	1.56	0.00380189396320561	0.6415460290875237	Vps54	5	Nonspecific	induced
10374500	Vps54	NT	2.83	0.00446683592150963	1.5008020530571575	Vps54	5	Nonspecific	induced
10409031	Dek	B	1.86	0.02290867652767773	0.8953026213333067	Dek	5	Nonspecific	induced
10409031	Dek	DC	1.79	0.01202264434617413	0.8399595874895318	Dek	5	Nonspecific	induced
10409031	Dek	GN	3.4	5.754399373371566e-4	1.765534746362977	Dek	5	Nonspecific	induced
10409031	Dek	NT	2.47	0.03019951720402016	1.304511041809953	Dek	5	Nonspecific	induced
10409031	Dek	Treg	1.23	0.00331131121482591	0.29865831556451516	Dek	5	Nonspecific	induced
10411595	Naip2	T8	1.76	0.01778279410038923	0.8155754288625726	AC135826.1	2	Nonspecific	induced
10411595	Naip2	T8	1.76	0.01778279410038923	0.8155754288625726	Naip5	2	Nonspecific	induced
10421488	Fndc3a	GN	4.23	0.04365158322401658	2.0806576633452254	Fndc3a	3	Nonspecific	induced
10421488	Fndc3a	MF	2.3	2.6302679918953814e-4	1.2016338611696504	Fndc3a	3	Nonspecific	induced
10421488	Fndc3a	NK	1.47	0.01380384264602884	0.5558161550616397	Fndc3a	3	Nonspecific	induced
10437712	Zc3h7a	DC	2.2	0.01584893192461113	1.1375035237499351	Zc3h7a	3	Nonspecific	induced
10437712	Zc3h7a	MF	1.59	0.01348962882591653	0.6690267655096307	Zc3h7a	3	Nonspecific	induced
10437712	Zc3h7a	NT	1.81	0.03019951720402016	0.8559896973084807	Zc3h7a	3	Nonspecific	induced
10445033	Trim26	MF	1.39	5.888436553555884e-5	0.47508488294878265	Trim26	3	Nonspecific	induced
10445033	Trim26	NK	1.52	0.0083176377110267	0.6040713236688608	Trim26	3	Nonspecific	induced
10445033	Trim26	NT	1.89	0.01148153621496883	0.918386234446348	Trim26	3	Nonspecific	induced
10445909	Kat2b	B	1.49	0.01318256738556407	0.5753123306874368	Kat2b	2	Nonspecific	induced
10445909	Kat2b	MF	1.32	0.00954992586021435	0.4005379295837288	Kat2b	2	Nonspecific	induced
10453867	Rbbp8	B	1.91	0.00851138038202376	0.933572638261024	Rbbp8	8	Nonspecific	induced
10453867	Rbbp8	B	1.91	0.00851138038202376	0.933572638261024	ENSRNOG00000066166	8	Nonspecific	induced
10453867	Rbbp8	DC	1.76	0.03630780547701014	0.8155754288625726	Rbbp8	8	Nonspecific	induced
10453867	Rbbp8	DC	1.76	0.03630780547701014	0.8155754288625726	ENSRNOG00000066166	8	Nonspecific	induced
10453867	Rbbp8	GN	3.17	0.00489778819368446	1.6644828403646823	Rbbp8	8	Nonspecific	induced
10453867	Rbbp8	GN	3.17	0.00489778819368446	1.6644828403646823	ENSRNOG00000066166	8	Nonspecific	induced
10453867	Rbbp8	MF	1.31	0.03801893963205612	0.3895668117627256	Rbbp8	8	Nonspecific	induced
10453867	Rbbp8	MF	1.31	0.03801893963205612	0.3895668117627256	ENSRNOG00000066166	8	Nonspecific	induced
10455472	Dcp2	DC	2.81	0.00707945784384138	1.4905701304462011	Dcp2	5	Nonspecific	induced
10455472	Dcp2	MF	3.11	2.089296130854041e-5	1.6369145803558778	Dcp2	5	Nonspecific	induced
10455472	Dcp2	T4	1.44	0.03630780547701014	0.5260688116675876	Dcp2	5	Nonspecific	induced
10455472	Dcp2	T8	1.82	0.01698243652461744	0.8639384504239717	Dcp2	5	Nonspecific	induced
10455472	Dcp2	Treg	1.7	0.00741310241300917	0.765534746362977	Dcp2	5	Nonspecific	induced
10455912	Isoc1	B	2.49	0.00316227766016837	1.3161457422933565	Isoc1	5	Nonspecific	induced
10455912	Isoc1	DC	2.24	0.02089296130854039	1.1634987322828796	Isoc1	5	Nonspecific	induced
10455912	Isoc1	MF	1.43	0.00549540873857624	0.5160151470036647	Isoc1	5	Nonspecific	induced
10455912	Isoc1	NK	1.54	0.00912010839355909	0.6229303509201767	Isoc1	5	Nonspecific	induced
10455912	Isoc1	NT	1.99	0.00691830970918936	0.9927684307689242	Isoc1	5	Nonspecific	induced
10461558	Slc15a3	B	1.83	0.01096478196143185	0.8718436485093178	Slc15a3	2	Nonspecific	induced
10461558	Slc15a3	MF	2.18	3.467368504525317e-4	1.124328135002202	Slc15a3	2	Nonspecific	induced
10467041	Asah2	B	1.98	0.03388441561392025	0.9855004303048848	Asah2	4	Nonspecific	induced
10467041	Asah2	DC	2.33	0.02344228815319922	1.2203299548795556	Asah2	4	Nonspecific	induced
10467041	Asah2	MF	1.17	0.03801893963205612	0.22650852980867975	Asah2	4	Nonspecific	induced
10467041	Asah2	Treg	1.63	0.03630780547701014	0.7048719644563528	Asah2	4	Nonspecific	induced
10468949	Dclre1c	B	1.46	0.02691534803926915	0.5459683691052925	Dclre1c	3	Nonspecific	induced
10468949	Dclre1c	GN	2.67	0.02951209226666385	1.4168397419128291	Dclre1c	3	Nonspecific	induced
10468949	Dclre1c	MF	1.84	4.466835921509635e-5	0.8797057662822882	Dclre1c	3	Nonspecific	induced
10469816	Il1rn	MF	1.99	1.5135612484362088e-4	0.9927684307689242	Il1rn	1	MF	induced
10479087	Stx16	MF	2.12	0.00588843655355589	1.0840642647884746	Stx16	1	MF	induced
10491486	Atp11b	GN	2.18	0.04168693834703355	1.124328135002202	Atp11b	3	Nonspecific	induced
10491486	Atp11b	MF	1.3	0.0309029543251359	0.37851162325372983	Atp11b	3	Nonspecific	induced
10491486	Atp11b	NT	1.59	0.02187761623949553	0.6690267655096307	Atp11b	3	Nonspecific	induced
10491564	4932438A13Rik	GN	2.21	0.01698243652461744	1.144046369616707	RGD1307100	42	Nonspecific	induced
10491564	4932438A13Rik	MF	1.37	0.01380384264602884	0.45417589318580215	RGD1307100	42	Nonspecific	induced
10491564	4932438A13Rik	NT	1.95	0.0223872113856834	0.963474123974886	RGD1307100	42	Nonspecific	induced
10491595	4932438A13Rik	DC	1.73	0.03630780547701014	0.7907720378619999	RGD1307100	42	Nonspecific	induced
10491595	4932438A13Rik	NT	2	0.03019951720402016	1	RGD1307100	42	Nonspecific	induced
10491597	4932438A13Rik	MF	1.36	0.02570395782768863	0.4436066514756149	RGD1307100	42	Nonspecific	induced
10491599	4932438A13Rik	DC	2.4	0.03311311214825911	1.2630344058337937	RGD1307100	42	Nonspecific	induced
10491599	4932438A13Rik	MF	1.37	0.02344228815319922	0.45417589318580215	RGD1307100	42	Nonspecific	induced
10491601	4932438A13Rik	DC	2.5	0.00691830970918936	1.3219280948873624	RGD1307100	42	Nonspecific	induced
10491601	4932438A13Rik	MF	1.56	0.01174897554939529	0.6415460290875237	RGD1307100	42	Nonspecific	induced
10491603	4932438A13Rik	DC	2.16	0.01202264434617413	1.111031312388744	RGD1307100	42	Nonspecific	induced
10491603	4932438A13Rik	MF	1.27	0.02290867652767773	0.34482849699744117	RGD1307100	42	Nonspecific	induced
10491603	4932438A13Rik	NT	1.8	0.00794328234724281	0.8479969065549501	RGD1307100	42	Nonspecific	induced
10491605	4932438A13Rik	DC	2.17	0.0083176377110267	1.1176950426697545	RGD1307100	42	Nonspecific	induced
10491605	4932438A13Rik	MF	1.39	0.02137962089502232	0.47508488294878265	RGD1307100	42	Nonspecific	induced
10491607	4932438A13Rik	DC	2.24	0.01318256738556407	1.1634987322828796	RGD1307100	42	Nonspecific	induced
10491607	4932438A13Rik	MF	1.34	0.02187761623949553	0.4222330006830478	RGD1307100	42	Nonspecific	induced
10491607	4932438A13Rik	NT	2.23	0.01548816618912481	1.15704371014558	RGD1307100	42	Nonspecific	induced
10491609	4932438A13Rik	DC	2.01	0.03715352290971726	1.0071955014042038	RGD1307100	42	Nonspecific	induced
10491609	4932438A13Rik	GN	2.48	0.02089296130854039	1.3103401206121503	RGD1307100	42	Nonspecific	induced
10491609	4932438A13Rik	MF	1.34	0.0165958690743756	0.4222330006830478	RGD1307100	42	Nonspecific	induced
10491609	4932438A13Rik	NT	2.02	0.01905460717963247	1.01435529297707	RGD1307100	42	Nonspecific	induced
10491611	4932438A13Rik	NT	2.37	0.01318256738556407	1.2448870591235344	RGD1307100	42	Nonspecific	induced
10491613	4932438A13Rik	DC	2.18	0.03890451449942807	1.124328135002202	RGD1307100	42	Nonspecific	induced
10491613	4932438A13Rik	GN	2.63	0.0446683592150963	1.3950627995175775	RGD1307100	42	Nonspecific	induced
10491613	4932438A13Rik	NT	2.24	0.02884031503126605	1.1634987322828796	RGD1307100	42	Nonspecific	induced
10491615	4932438A13Rik	DC	1.91	0.01348962882591653	0.933572638261024	RGD1307100	42	Nonspecific	induced
10491617	4932438A13Rik	GN	2.2	0.04897788193684462	1.1375035237499351	RGD1307100	42	Nonspecific	induced
10491617	4932438A13Rik	NT	2.04	0.0087096358995608	1.0285691521967708	RGD1307100	42	Nonspecific	induced
10491619	4932438A13Rik	GN	2.27	0.01584893192461113	1.1826922975161902	RGD1307100	42	Nonspecific	induced
10491619	4932438A13Rik	NT	2.25	0.00575439937337156	1.1699250014423124	RGD1307100	42	Nonspecific	induced
10491621	4932438A13Rik	NT	2.27	0.01288249551693134	1.1826922975161902	RGD1307100	42	Nonspecific	induced
10491623	4932438A13Rik	DC	2.29	0.00645654229034655	1.1953475983222193	RGD1307100	42	Nonspecific	induced
10491623	4932438A13Rik	GN	2.36	0.00616595001861482	1.2387868595871163	RGD1307100	42	Nonspecific	induced
10491623	4932438A13Rik	NT	1.87	6.606934480075965e-5	0.903038270112912	RGD1307100	42	Nonspecific	induced
10491625	4932438A13Rik	DC	2.02	0.03019951720402016	1.01435529297707	RGD1307100	42	Nonspecific	induced
10491625	4932438A13Rik	GN	2.36	0.00741310241300917	1.2387868595871163	RGD1307100	42	Nonspecific	induced
10491625	4932438A13Rik	NT	1.99	0.02041737944669529	0.9927684307689242	RGD1307100	42	Nonspecific	induced
10491627	4932438A13Rik	DC	2.03	0.03311311214825911	1.0214797274104517	RGD1307100	42	Nonspecific	induced
10491629	4932438A13Rik	DC	2.32	0.03630780547701014	1.2141248053528473	RGD1307100	42	Nonspecific	induced
10491629	4932438A13Rik	GN	2.63	0.00616595001861482	1.3950627995175775	RGD1307100	42	Nonspecific	induced
10491629	4932438A13Rik	NT	2.02	0.01230268770812381	1.01435529297707	RGD1307100	42	Nonspecific	induced
10498371	P2ry12	B	1.66	0.02089296130854039	0.7311832415721999	P2ry12	4	Nonspecific	induced
10498371	P2ry12	DC	2.46	0.03801893963205612	1.298658315564515	P2ry12	4	Nonspecific	induced
10498371	P2ry12	MF	1.44	0.00251188643150957	0.5260688116675876	P2ry12	4	Nonspecific	induced
10498371	P2ry12	Tgd	1.4	0.04677351412871981	0.48542682717024166	P2ry12	4	Nonspecific	induced
